ad_id,ad_name,ad_type,image_path,impressions,clicks,ctr,cpc,spend,frequency,object_count,person_present,largest_object_area,center_object,left_object,right_object,top_object,bottom_object,ocr_text_length,ocr_word_count,cta_present,brightness,contrast,dominant_r,dominant_g,dominant_b,color_variance,ad_text_word_count,promotional_word_presence,emoji_count,cta_in_text
120238891309730015,Dr Bimal jaadu diet DSM Static 899,image,ads_images\120238891309730015.jpg,911,18,1.975851,18.063889,325.15,1.618117,2,1,0.447381,0,1,0,0,0,0,0,0,178.848,83.665,178.55,179.553,175.944,84.612,0,0,0,0
120238883687470015,Dr Bimal Recommends DSM Static 899,image,ads_images\120238883687470015.jpg,1119,25,2.234138,11.4152,285.38,1.74571,2,1,0.452933,0,1,0,0,0,0,0,0,179.004,83.771,178.735,179.701,176.105,84.723,0,0,0,0
120238849055190015,MPT4 899 Dr Bimal Qualifications,image,ads_images\120238849055190015.jpg,78,1,1.282051,39.1,39.1,1.444444,0,0,0.0,0,0,0,0,0,0,0,0,147.158,32.633,149.801,145.998,145.813,32.671,0,0,0,0
120238849055200015,MPT3 899 Meet Dr Bimal,image,ads_images\120238849055200015.jpg,3,0,0.0,0.0,0.26,1.5,0,0,0.0,0,0,0,0,0,0,0,0,74.708,34.267,65.129,76.361,91.231,36.685,0,0,0,0
120238849055310015,MPT1 899 Start my wl journey UGC,image,ads_images\120238849055310015.jpg,4,0,0.0,0.0,0.34,1.0,0,0,0.0,0,0,0,0,0,0,0,0,66.891,53.775,77.404,64.01,54.292,54.586,0,0,0,0
120238849055320015,MPT3 899 Meet Dr Bimal,image,ads_images\120238849055320015.jpg,25,0,0.0,0.0,11.14,1.470588,0,0,0.0,0,0,0,0,0,0,0,0,74.708,34.267,65.129,76.361,91.231,36.685,0,0,0,0
120238849055340015,MPT2 899 own child dad,image,ads_images\120238849055340015.jpg,67,1,1.492537,23.95,23.95,1.313725,2,1,0.234699,0,0,1,0,0,0,0,0,111.31,55.042,117.808,109.707,102.494,56.23,0,0,0,0
120238849055210015,MPT2 899 own child dad,image,ads_images\120238849055210015.jpg,8,0,0.0,0.0,2.45,1.142857,2,1,0.234699,0,0,1,0,0,0,0,0,111.31,55.042,117.808,109.707,102.494,56.23,0,0,0,0
120238849055240015,MPT4 899 Dr Bimal Qualifications,image,ads_images\120238849055240015.jpg,11,0,0.0,0.0,3.17,1.375,0,0,0.0,0,0,0,0,0,0,0,0,147.158,32.633,149.801,145.998,145.813,32.671,0,0,0,0
120238849055330015,MPT1 899 Start my wl journey UGC,image,ads_images\120238849055330015.jpg,14,0,0.0,0.0,6.34,1.272727,0,0,0.0,0,0,0,0,0,0,0,0,66.891,53.775,77.404,64.01,54.292,54.586,0,0,0,0
120238624364210015,Start weight loss journey UGC,image,ads_images\120238624364210015.jpg,14731,110,0.746725,8.449727,929.47,1.590649,0,0,0.0,0,0,0,0,0,0,0,0,66.922,53.849,77.445,64.035,54.408,54.602,0,0,0,0
120238838481220015,MPT1 899 Start my wl journey UGC,image,ads_images\120238838481220015.jpg,1415,11,0.777385,7.558182,83.14,1.128389,0,0,0.0,0,0,0,0,0,0,0,0,66.891,53.775,77.404,64.01,54.292,54.586,0,0,0,0
120238777550410015,MP2 UGC,image,ads_images\120238777550410015.jpg,1104,9,0.815217,4.997778,44.98,1.032741,1,1,0.227413,0,0,1,0,0,0,0,0,111.158,55.149,117.58,109.59,102.35,56.363,0,0,0,0
120238838868040015,MPT2 899 own child dad,image,ads_images\120238838868040015.jpg,9703,59,0.608059,6.112203,360.62,1.31228,2,1,0.234699,0,0,1,0,0,0,0,0,111.31,55.042,117.808,109.707,102.494,56.23,0,0,0,0
120238839032310015,MPT4 899 Dr Bimal Qualifications,image,ads_images\120238839032310015.jpg,684,7,1.023392,7.031429,49.22,1.096154,0,0,0.0,0,0,0,0,0,0,0,0,147.158,32.633,149.801,145.998,145.813,32.671,0,0,0,0
120238838969990015,MPT3 899 Meet Dr Bimal,image,ads_images\120238838969990015.jpg,383,2,0.522193,8.735,17.47,1.123167,0,0,0.0,0,0,0,0,0,0,0,0,74.708,34.267,65.129,76.361,91.231,36.685,0,0,0,0
120238833178750015,Start weight loss journey UGC,image,ads_images\120238833178750015.jpg,143,1,0.699301,10.02,10.02,1.0,0,0,0.0,0,0,0,0,0,0,0,0,66.922,53.849,77.445,64.035,54.408,54.602,0,0,0,0
120238777484640015,MP2 UGC,image,ads_images\120238777484640015.jpg,338,5,1.47929,3.062,15.31,1.008955,1,1,0.227413,0,0,1,0,0,0,0,0,111.158,55.149,117.58,109.59,102.35,56.363,0,0,0,0
120238653826490015,DSM PT 6- 699,image,ads_images\120238653826490015.jpg,1994,42,2.106319,1.645714,69.12,1.224816,1,1,0.032476,1,0,0,0,0,0,0,0,107.079,80.585,123.396,106.146,69.109,85.655,0,0,0,0
120238657696290015,DSM PT 5 Updated - 699,image,ads_images\120238657696290015.jpg,599,21,3.505843,2.270476,47.68,1.136622,0,0,0.0,0,0,0,0,0,0,0,0,210.176,33.964,209.158,213.239,197.329,36.065,0,0,0,0
120238657683260015,DSM PT 6- 699,image,ads_images\120238657683260015.jpg,1250,40,3.2,1.3905,55.62,1.170412,1,1,0.032476,1,0,0,0,0,0,0,0,107.079,80.585,123.396,106.146,69.109,85.655,0,0,0,0
120238653826480015,DSM PT 5 Updated - 699,image,ads_images\120238653826480015.jpg,23,0,0.0,0.0,1.34,1.0,0,0,0.0,0,0,0,0,0,0,0,0,210.176,33.964,209.158,213.239,197.329,36.065,0,0,0,0
120238657683230015,DSM PT 5 Updated - 699,image,ads_images\120238657683230015.jpg,3382,65,1.92194,2.863692,186.14,1.245672,0,0,0.0,0,0,0,0,0,0,0,0,210.176,33.964,209.158,213.239,197.329,36.065,0,0,0,0
120238657696320015,DSM PT 8- 699,image,ads_images\120238657696320015.jpg,3867,100,2.585984,2.0053,200.53,1.18948,0,0,0.0,0,0,0,0,0,0,0,0,192.978,58.713,175.425,204.516,179.583,64.687,0,0,0,0
120238657683250015,DSM PT 8- 699,image,ads_images\120238657683250015.jpg,5067,117,2.309059,2.045556,239.33,1.200996,0,0,0.0,0,0,0,0,0,0,0,0,192.978,58.713,175.425,204.516,179.583,64.687,0,0,0,0
120238657696300015,DSM PT 9- 899,image,ads_images\120238657696300015.jpg,1394,56,4.017217,1.605536,89.91,1.144499,0,0,0.0,0,0,0,0,0,0,0,0,123.366,46.502,132.977,121.332,108.371,48.725,0,0,0,0
120238653826470015,DSM PT 8- 699,image,ads_images\120238653826470015.jpg,28,0,0.0,0.0,0.98,1.0,0,0,0.0,0,0,0,0,0,0,0,0,192.978,58.713,175.425,204.516,179.583,64.687,0,0,0,0
120238653826590015,DSM PT 9- 899,image,ads_images\120238653826590015.jpg,2929,90,3.072721,1.861333,167.52,1.196976,0,0,0.0,0,0,0,0,0,0,0,0,123.366,46.502,132.977,121.332,108.371,48.725,0,0,0,0
120238624670860015,Start weight loss journey UGC,image,ads_images\120238624670860015.jpg,19068,116,0.608349,7.844397,909.95,1.563463,0,0,0.0,0,0,0,0,0,0,0,0,66.922,53.849,77.445,64.035,54.408,54.602,0,0,0,0
120238572723600015,DSM PT 1 Updated - 699,image,ads_images\120238572723600015.jpg,312,3,0.961538,6.81,20.43,1.090909,0,0,0.0,0,0,0,0,0,0,0,0,95.015,41.389,91.149,94.32,108.713,44.941,0,0,0,0
120238572723590015,DSM Test 1 Carousel - 699,image,ads_images\120238572723590015.jpg,193,2,1.036269,2.175,4.35,1.06044,0,0,0.0,0,0,0,0,0,0,0,0,227.523,42.168,226.029,230.506,215.793,48.283,0,0,0,0
120238572842250015,DSM PT 4 Updated - 699,image,ads_images\120238572842250015.jpg,447,2,0.447427,21.74,43.48,1.07971,0,0,0.0,0,0,0,0,0,0,0,0,179.775,53.097,189.906,179.666,153.752,58.996,0,0,0,0
120238572907030015,DSM PT 7- 699,image,ads_images\120238572907030015.jpg,449,2,0.445434,18.295,36.59,1.084541,0,0,0.0,0,0,0,0,0,0,0,0,138.039,29.977,169.738,129.403,99.153,41.21,0,0,0,0
120238572886960015,DSM PT 6- 699,image,ads_images\120238572886960015.jpg,1742,17,0.97589,7.581176,128.88,1.116667,1,1,0.032476,1,0,0,0,0,0,0,0,107.079,80.585,123.396,106.146,69.109,85.655,0,0,0,0
120238572922310015,DSM PT 8- 699,image,ads_images\120238572922310015.jpg,1118,14,1.252236,5.737857,80.33,1.061728,0,0,0.0,0,0,0,0,0,0,0,0,192.978,58.713,175.425,204.516,179.583,64.687,0,0,0,0
120238572933350015,DSM PT 9- 899,image,ads_images\120238572933350015.jpg,709,14,1.974612,6.510714,91.15,1.111285,0,0,0.0,0,0,0,0,0,0,0,0,123.366,46.502,132.977,121.332,108.371,48.725,0,0,0,0
120238572856800015,DSM PT 5 Updated - 699,image,ads_images\120238572856800015.jpg,1115,13,1.165919,7.006923,91.09,1.063931,0,0,0.0,0,0,0,0,0,0,0,0,210.176,33.964,209.158,213.239,197.329,36.065,0,0,0,0
120238489296980015,DSM PT 9- 899,image,ads_images\120238489296980015.jpg,553,5,0.904159,35.822,179.11,1.189247,0,0,0.0,0,0,0,0,0,0,0,0,123.366,46.502,132.977,121.332,108.371,48.725,0,0,0,0
120238468972340015,DSM PT 8- 699,image,ads_images\120238468972340015.jpg,1259,16,1.27085,26.79,428.64,1.284694,0,0,0.0,0,0,0,0,0,0,0,0,192.978,58.713,175.425,204.516,179.583,64.687,0,0,0,0
120238459294890015,DSM PT 7- 699,image,ads_images\120238459294890015.jpg,589,6,1.018676,31.11,186.66,1.245243,0,0,0.0,0,0,0,0,0,0,0,0,138.039,29.977,169.738,129.403,99.153,41.21,0,0,0,0
120238321945680015,DSM PT 1 Updated - 699,image,ads_images\120238321945680015.jpg,467,9,1.927195,31.141111,280.27,1.252011,0,0,0.0,0,0,0,0,0,0,0,0,95.015,41.389,91.149,94.32,108.713,44.941,0,0,0,0
120237960574150015,DSM PT 1,image,ads_images\120237960574150015.jpg,4775,702,14.701571,1.058561,743.11,1.083258,0,0,0.0,0,0,0,0,0,0,0,0,155.561,49.015,157.628,161.365,119.87,60.665,0,0,0,0
120238321945730015,DSM PT 5 Updated - 699,image,ads_images\120238321945730015.jpg,3255,35,1.075269,23.635143,827.23,1.394004,0,0,0.0,0,0,0,0,0,0,0,0,210.176,33.964,209.158,213.239,197.329,36.065,0,0,0,0
120238322010060015,DSM PT 6- 699,image,ads_images\120238322010060015.jpg,4733,39,0.824002,21.847436,852.05,1.577141,1,1,0.032476,1,0,0,0,0,0,0,0,107.079,80.585,123.396,106.146,69.109,85.655,0,0,0,0
120238321945740015,DSM PT 4 Updated - 699,image,ads_images\120238321945740015.jpg,4765,36,0.755509,28.888611,1039.99,1.457632,0,0,0.0,0,0,0,0,0,0,0,0,179.775,53.097,189.906,179.666,153.752,58.996,0,0,0,0
120238317546910015,DSM PT 5 Updated - 699,image,ads_images\120238317546910015.jpg,12,0,0.0,0.0,0.71,1.2,0,0,0.0,0,0,0,0,0,0,0,0,210.176,33.964,209.158,213.239,197.329,36.065,0,0,0,0
120238158892410015,DSM PT 3 - 899 – Copy,image,ads_images\120238158892410015.jpg,127,1,0.787402,26.79,26.79,1.165138,0,0,0.0,0,0,0,0,0,0,0,0,104.305,63.928,73.921,124.285,81.261,70.768,0,0,0,0
120238015406910015,DSM PT 2 - No price - 899,image,ads_images\120238015406910015.jpg,1717,16,0.931858,46.645,746.32,1.440436,0,0,0.0,0,0,0,0,0,0,0,0,77.124,33.471,66.612,79.227,93.801,35.989,0,0,0,0
120238044053670015,DSM PT 3 - 899,image,ads_images\120238044053670015.jpg,665,4,0.601504,40.725,162.9,1.257089,0,0,0.0,0,0,0,0,0,0,0,0,104.305,63.928,73.921,124.285,81.261,70.768,0,0,0,0
120238273765710015,DSM PT 4 Updated - 699,image,ads_images\120238273765710015.jpg,442,6,1.357466,31.748333,190.49,1.327327,0,0,0.0,0,0,0,0,0,0,0,0,179.775,53.097,189.906,179.666,153.752,58.996,0,0,0,0
120238158874060015,DSM PT 1 Updated - 699 – Copy,image,ads_images\120238158874060015.jpg,81,1,1.234568,19.25,19.25,1.08,0,0,0.0,0,0,0,0,0,0,0,0,95.015,41.389,91.149,94.32,108.713,44.941,0,0,0,0
120238095254360015,DSM PT 1 Updated - 699,image,ads_images\120238095254360015.jpg,348,2,0.574713,48.445,96.89,1.0875,0,0,0.0,0,0,0,0,0,0,0,0,95.015,41.389,91.149,94.32,108.713,44.941,0,0,0,0
120237592756350015,DSM Test 1 Carousel - 699,image,ads_images\120237592756350015.jpg,19438,93,0.478444,12.770215,1187.63,1.371675,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
120237731384100015,DSM Test Carousel 2 - 699,image,ads_images\120237731384100015.jpg,6639,30,0.451875,11.973667,359.21,1.229444,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
120237452580110015,DSM Test-Title-A - Video - 699,image,ads_images\120237452580110015.jpg,34730,371,1.068241,4.798652,1780.3,1.438453,0,0,0.0,0,0,0,0,0,0,0,0,159.699,62.671,175.336,155.713,139.025,66.892,0,0,0,0
120237592220750015,WMF Test 1 Carousel,image,ads_images\120237592220750015.jpg,8556,33,0.385694,5.871212,193.75,1.292838,0,0,0.0,0,0,0,0,0,0,0,0,226.121,42.394,224.625,229.222,213.793,48.452,0,0,0,0
120237457976250015,WMF Test 1 Video,image,ads_images\120237457976250015.jpg,6107,106,1.735713,6.021226,638.25,1.331081,0,0,0.0,0,0,0,0,0,0,0,0,151.265,63.149,169.753,146.674,126.464,66.357,0,0,0,0
120237731776980015,WLF Test 2 Carousel,image,ads_images\120237731776980015.jpg,2409,5,0.207555,25.288,126.44,1.140625,0,0,0.0,0,0,0,0,0,0,0,0,88.465,51.036,49.428,106.389,98.773,57.588,0,0,0,0
